Pledge Date,Amount,Stage,Campaign Name,Zip/Postal Code,Account ID
4/26/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94118,0015000000VRR0e
4/26/08,$500.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94115,0015000000VRR3D
4/28/08,"$250,000.00 ",Posted,"May 1, 2008 Benefit Auction",6831,0015000000VRRHH
4/28/08,"$2,000.00 ",Posted,"May 1, 2008 Benefit Donations",94301,0015000000VRR0K
4/28/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94114,0015000000VRREk
4/28/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",94111,0015000000VRR4I
4/28/08,$50.00 ,Posted,"May 1, 2008 Benefit Donations",94121,0015000000VRR6O
4/28/08,$50.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94109,0015000000VRRS9
4/28/08,$50.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94115,0015000000VRRR1
4/28/08,$50.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",95008,0015000000VRRSA
4/28/08,$500.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94118,0015000000VRR4E
4/28/08,$50.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94123,0015000000VRRNG
4/29/08,$100.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94118,0015000000VRRBJ
5/1/08,"$5,000.00 ",Posted,Annual Giving (Not Year End),94957,0015000000VRR6i
5/1/08,$0.00 ,Posted,"May 1, 2008 Benefit Auction",94133,0015000000VRRFt
5/1/08,"$100,000.00 ",Posted,"May 1, 2008 Benefit Donations",94118,0015000000VRR0d
5/1/08,$150.00 ,Posted,"May 1, 2008 Benefit Donations",94117,0015000000VRRSF
5/1/08,"$2,500.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94010,0015000000VRR5D
5/1/08,"$12,500.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94941,0015000000VRR0M
5/1/08,"$25,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94115,0015000000VRR5Q
5/1/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94611,0015000000VRR0W
5/1/08,$250.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94904,0015000000VRR8L
5/1/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94109,0015000000VRRBK
5/1/08,$250.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",22101,0015000000VRRBU
5/1/08,"$50,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94115,0015000000VRRBs
5/1/08,"$15,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94115,0015000000VRRBp
5/1/08,"$25,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94118,0015000000VRR1S
5/1/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94118,0015000000VRR1W
5/1/08,"$50,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94027,0015000000VRR2E
5/1/08,$100.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",98103,0015000000VRRSE
5/1/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94010,0015000000VRR1x
5/5/08,"$1,215.44 ",Posted,Annual Giving (Not Year End),94301,0015000000VRR51
5/5/08,"$25,000.00 ",Posted,"May 1, 2008 Benefit Auction",94109,0015000000VRRBK
5/5/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94941,0015000000VRR4F
5/5/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94941,0015000000VRRCb
5/5/08,$500.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94941,0015000000VRR4F
5/6/08,$50.00 ,Posted,"May 1, 2008 Benefit Donations",30307,0015000000VRR7j
5/6/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94506,0015000000VRR6U
5/6/08,"$1,500.00 ",Posted,"May 1, 2008 Benefit Donations",94901,0015000000VRR4M
5/6/08,$50.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94103,0015000000VRRSL
5/6/08,$500.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",7450,0015000000VRR6T
5/6/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94920,0015000000VRRNW
5/6/08,$200.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",10021,0015000000VRR59
5/6/08,$800.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94957,0015000000VRR1A
5/6/08,$50.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94115,0015000000VRRNF
5/6/08,$500.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94920,0015000000VRRSG
5/6/08,$50.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94109,0015000000VRRSI
5/6/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",,0015000000VRRSH
5/6/08,$50.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",,0015000000VRRSJ
5/6/08,$40.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",95404,0015000000VRRSK
5/6/08,$100.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",,0015000000VRRSM
5/7/08,$100.00 ,Posted,"May 1, 2008 Benefit Donations",94118,0015000000VRRNp
5/7/08,"$2,500.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94118,0015000000VRR7L
5/7/08,$500.00 ,Posted,"May 1, 2008 Benefit Table Tix Sales",94118,0015000000VRRQK
5/9/08,$50.00 ,Posted,Annual Giving (Not Year End),94941,0015000000VRR2e
5/9/08,$250.00 ,Posted,Annual Giving (Not Year End),94108,0015000000VRRRl
5/9/08,$200.00 ,Posted,Annual Giving (Not Year End),33301,0015000000VRR2P
5/19/08,$200.00 ,Posted,Annual Giving (Not Year End),94549,0015000000VRR6c
5/19/08,"$1,000.00 ",Posted,Annual Giving (Not Year End),94118,0015000000VRR0b
5/19/08,$900.00 ,Posted,Annual Giving (Not Year End),94115,0015000000VRREt
5/19/08,$250.00 ,Posted,Annual Giving (Not Year End),94131,0015000000VRRSa
5/19/08,"$2,500.00 ",Posted,Annual Giving (Not Year End),94941,0015000000VRR6d
5/19/08,"$1,000.00 ",Posted,Annual Giving (Not Year End),94618,0015000000VRR6b
5/19/08,"$10,000.00 ",Posted,"May 1, 2008 Benefit Auction",94010,0015000000VRR5k
5/19/08,"$10,000.00 ",Posted,"May 1, 2008 Benefit Auction",94062,0015000000VRR5m
5/19/08,"$537,143.00 ",Posted,"May 1, 2008 Benefit Donations",94025,0015000000VRRFZ
5/19/08,$500.00 ,Posted,None,94563,0015000000VRR9j
5/20/08,$500.00 ,Posted,Annual Giving (Not Year End),95363,0015000000VRR6e
5/29/08,"$1,000.00 ",Posted,Annual Giving (Not Year End),W2 5JJ,0015000000VRR81
5/29/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Donations",6883,0015000000VRR6f
5/30/08,$250.00 ,Posted,Annual Giving (Not Year End),94117,0015000000VRRSb
5/30/08,"$2,000.00 ",Posted,Annual Giving (Not Year End),94123,0015000000VRRO0
5/30/08,"$1,000.00 ",Posted,Annual Giving (Not Year End),94027,0015000000VRR2E
5/30/08,"$1,000.00 ",Posted,Annual Giving (Not Year End),94920,0015000000VRR6g
5/31/08,"$15,000.00 ",Posted,Annual Giving (Not Year End),94115,0015000000VRR3k
5/31/08,"$1,689.50 ",Posted,Annual Giving (Not Year End),94027,0015000000VRR2E
5/31/08,"$2,585.62 ",Posted,Annual Giving (Not Year End),,0015000000VRRSS
5/31/08,$100.00 ,Posted,Annual Giving (Not Year End),90027,0015000000VRRSc
5/31/08,"$25,000.00 ",Posted,FY08 Annual Appeal (2007),94118,0015000000VRR1W
5/31/08,"$250,000.00 ",Posted,Legacy Major Gifts,94121,0015000000VRR2H
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",,0015000000VRRSB
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94563,0015000000VRR5V
5/31/08,"$50,000.00 ",Posted,"May 1, 2008 Benefit Auction",94025,0015000000VRR0O
5/31/08,"$10,000.00 ",Posted,"May 1, 2008 Benefit Auction",94115,0015000000VRR5l
5/31/08,"$75,000.00 ",Posted,"May 1, 2008 Benefit Auction",94115,0015000000VRR5Q
5/31/08,"$10,000.00 ",Posted,"May 1, 2008 Benefit Auction",94115,0015000000VRR5Q
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94027,0015000000VRR6S
5/31/08,"$10,000.00 ",Posted,"May 1, 2008 Benefit Auction",94010,0015000000VRR6Q
5/31/08,"$186,680.00 ",Posted,"May 1, 2008 Benefit Auction",94115,0015000000VRREt
5/31/08,"$13,320.00 ",Posted,"May 1, 2008 Benefit Auction",94115,0015000000VRREt
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94103,0015000000VRR0y
5/31/08,"$2,000.00 ",Posted,"May 1, 2008 Benefit Auction",94109,0015000000VRRBK
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94133,0015000000VRRF1
5/31/08,"$150,000.00 ",Posted,"May 1, 2008 Benefit Auction",94109,0015000000VRR0z
5/31/08,"$50,000.00 ",Posted,"May 1, 2008 Benefit Auction",94022,0015000000VRR30
5/31/08,"$100,000.00 ",Posted,"May 1, 2008 Benefit Auction",94027,0015000000VRR3l
5/31/08,"$50,000.00 ",Posted,"May 1, 2008 Benefit Auction",94115,0015000000VRRBs
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",,0015000000VRR52
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94920,0015000000VRR1E
5/31/08,"$25,000.00 ",Posted,"May 1, 2008 Benefit Auction",94115,0015000000VRR1L
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94118,0015000000VRR1S
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94402,0015000000VRRSD
5/31/08,"$100,000.00 ",Posted,"May 1, 2008 Benefit Auction",94920,0015000000VRR4w
5/31/08,"$10,000.00 ",Posted,"May 1, 2008 Benefit Auction",94920,0015000000VRR4w
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",,0015000000VRR6R
5/31/08,"$118,000.00 ",Posted,"May 1, 2008 Benefit Auction",94118,0015000000VRR1W
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94115,0015000000VRR0a
5/31/08,"$80,000.00 ",Posted,"May 1, 2008 Benefit Auction",94027,0015000000VRR2E
5/31/08,"$25,000.00 ",Posted,"May 1, 2008 Benefit Auction",94027,0015000000VRR2E
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94109,0015000000VRR5K
5/31/08,"$25,000.00 ",Posted,"May 1, 2008 Benefit Auction",94062,0015000000VRR1d
5/31/08,"$175,000.00 ",Posted,"May 1, 2008 Benefit Auction",94062,0015000000VRR1d
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94133,0015000000VRRFt
5/31/08,"$250,000.00 ",Posted,"May 1, 2008 Benefit Auction",94301,0015000000VRR6P
5/31/08,"$5,000.00 ",Posted,"May 1, 2008 Benefit Auction",94103,0015000000VRR1z
5/31/08,"$10,000.00 ",Posted,"May 1, 2008 Benefit Donations",94109,0015000000VRR0D
5/31/08,$180.00 ,Posted,"May 1, 2008 Benefit Donations",94920,0015000000VRR0J
5/31/08,$250.00 ,Posted,"May 1, 2008 Benefit Donations",94109,0015000000VRRSQ
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94103,0015000000VRRSR
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94010,0015000000VRR6Z
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94115,0015000000VRRAF
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94108,0015000000VRRRl
5/31/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",,0015000000VRRNy
5/31/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",94403,0015000000VRRSO
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94114,0015000000VRRSN
5/31/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",94118,0015000000VRR34
5/31/08,$100.00 ,Posted,"May 1, 2008 Benefit Donations",94965,0015000000VRRSP
5/31/08,$100.00 ,Posted,"May 1, 2008 Benefit Donations",94019,0015000000VRR6X
5/31/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",94118,0015000000VRR6V
5/31/08,"$24,312.00 ",Posted,"May 1, 2008 Benefit Donations",94109,0015000000VRR0z
5/31/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",94117,0015000000VRRF3
5/31/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",94114,0015000000VRR42
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94010,0015000000VRR6K
5/31/08,$100.00 ,Posted,"May 1, 2008 Benefit Donations",94025,0015000000VRR6a
5/31/08,$250.00 ,Posted,"May 1, 2008 Benefit Donations",94549,0015000000VRR6W
5/31/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",94111,0015000000VRRPU
5/31/08,"$182,000.00 ",Posted,"May 1, 2008 Benefit Donations",94118,0015000000VRR1W
5/31/08,$500.00 ,Posted,"May 1, 2008 Benefit Donations",94115,0015000000VRR0B
5/31/08,$100.00 ,Posted,"May 1, 2008 Benefit Donations",98121,0015000000VRRFT
5/31/08,$100.00 ,Posted,"May 1, 2008 Benefit Donations",94920,0015000000VRRCh
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",,0015000000VRRNx
5/31/08,$250.00 ,Posted,"May 1, 2008 Benefit Donations",94707,0015000000VRR5v
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Donations",94118,0015000000VRR6Y
5/31/08,"$25,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94107,0015000000VRRSd
5/31/08,"$1,000.00 ",Posted,"May 1, 2008 Benefit Table Tix Sales",94941,0015000000VRR1j
5/31/08,$100.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94549,0015000000VRR33
5/31/08,$100.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94109,0015000000VRRQM
5/31/08,$250.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94010,0015000000VRROM
5/31/08,$100.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94118,0015000000VRRNi
5/31/08,$100.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94010,0015000000aFFRt
5/31/08,$100.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94109,0015000000VRRSY
5/31/08,"$1,000.00 ",Not Posted,"May 1, 2008 Benefit Write-Off",94708,0015000000VRRSV
5/31/08,$250.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94118,0015000000VRROW
5/31/08,$500.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94960,0015000000VRRBZ
5/31/08,$100.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",10021,0015000000VRRST
5/31/08,$100.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94109,0015000000VRRSX
5/31/08,"$1,000.00 ",Not Posted,"May 1, 2008 Benefit Write-Off",94107,0015000000VRRSW
5/31/08,$250.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",98122,0015000000VRR40
5/31/08,$250.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",90017,0015000000VRR32
5/31/08,$500.00 ,Not Posted,"May 1, 2008 Benefit Write-Off",94123,0015000000VRR6A
5/31/08,"$5,000.00 ",Not Posted,"May 1, 2008 Benefit Write-Off",94563,0015000000VRRSC
6/10/08,$0.01 ,Posted,In-Kind Gift,94115,0015000000VRR0m
6/23/08,"$5,000.00 ",Posted,Annual Giving (Not Year End),83025,0015000000VRRCL
7/7/08,"$1,000.00 ",Posted,Annual Giving (Not Year End),10021,0015000000VRRNM
7/9/08,"$5,000.00 ",Posted,Annual Giving (Not Year End),94920,0015000000VRR0j
7/14/08,"$5,000.00 ",Posted,Annual Giving (Not Year End),94133,0015000000VRR1h
8/12/08,"$2,926.50 ",Posted,Annual Giving (Not Year End),94107,0015000000VRRSd
8/15/08,$500.00 ,Posted,Annual Giving (Not Year End),94010,0015000000VRR2c
9/3/08,$300.00 ,Posted,Annual Giving (Not Year End),80211,0015000000VRRSf
9/10/08,$50.00 ,Posted,Annual Giving (Not Year End),2186,0015000000VRRSg
9/11/08,$300.00 ,Posted,Annual Giving (Not Year End),94507,0015000000VRR6s
9/15/08,$100.00 ,Posted,Annual Giving (Not Year End),94941,0015000000VRRSk
9/22/08,$300.00 ,Posted,Annual Giving (Not Year End),94110,0015000000VRR71
9/22/08,$1.00 ,Posted,Annual Giving (Not Year End),,0015000000VRR4Q
9/22/08,"$5,000.00 ",Posted,Annual Giving (Not Year End),94114,0015000000VRRBN
9/26/08,$1.00 ,Posted,Annual Giving (Not Year End),,0015000000VRR4Q
9/26/08,$1.00 ,Posted,Annual Giving (Not Year End),94117,0015000000VRRMS
9/26/08,$1.00 ,Posted,Annual Giving (Not Year End),94117,0015000000VRRMS
9/26/08,$50.00 ,Posted,Holiday Card Campaign 2008,94115,0015000000VRRR3
9/26/08,$75.00 ,Posted,Holiday Card Campaign 2008,94043,0015000000VRRRz
9/29/08,$50.00 ,Posted,Annual Giving (Not Year End),94115,0015000000VRR0B
9/30/08,"$5,000.00 ",Posted,Annual Giving (Not Year End),95465,0015000000VRR0k
10/6/08,$100.00 ,Posted,Holiday Card Campaign 2008,94114,0015000000VRR57
10/7/08,$25.00 ,Posted,Holiday Card Campaign 2008,10011,0015000000VRRUO
10/7/08,$500.00 ,Posted,Holiday Card Campaign 2008,94062,0015000000VRR1l
10/8/08,$25.00 ,Posted,Holiday Card Campaign 2008,94117,0015000000VRRUP
10/8/08,$200.00 ,Posted,Holiday Card Campaign 2008,94062,0015000000VRRUQ
10/9/08,$50.00 ,Posted,Holiday Card Campaign 2008,94109,0015000000VRRUS
10/9/08,$25.00 ,Posted,Holiday Card Campaign 2008,94102,0015000000VRRUR
10/9/08,$100.00 ,Posted,Holiday Card Campaign 2008,94103,0015000000VRR0y
10/9/08,$100.00 ,Posted,Holiday Card Campaign 2008,94133,0015000000VRRF1
10/9/08,$25.00 ,Posted,Holiday Card Campaign 2008,94920,0015000000VRR4D
10/9/08,$50.00 ,Posted,Holiday Card Campaign 2008,94123,0015000000VRRT3
10/9/08,$50.00 ,Posted,Holiday Card Campaign 2008,90291,0015000000VRRRm
10/9/08,$100.00 ,Posted,Holiday Card Campaign 2008,94549,0015000000VRR6W
10/9/08,$50.00 ,Posted,Holiday Card Campaign 2008,94025,0015000000VRR7A
10/9/08,$25.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUU
10/9/08,$50.00 ,Posted,Holiday Card Campaign 2008,94114,0015000000VRR7y
10/9/08,$50.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUT
10/10/08,$50.00 ,Posted,Holiday Card Campaign 2008,94901,0015000000VRR9C
10/10/08,$25.00 ,Posted,Holiday Card Campaign 2008,94103,0015000000VRRUV
10/10/08,$150.00 ,Posted,Holiday Card Campaign 2008,94115,0015000000VRRFE
10/11/08,$25.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUX
10/13/08,"$1,200.00 ",Posted,Annual Giving (Not Year End),,0015000000VRR73
10/13/08,$25.00 ,Posted,Holiday Card Campaign 2008,94301,0015000000VRRH5
10/14/08,$25.00 ,Posted,Holiday Card Campaign 2008,94114,0015000000VRRUZ
10/15/08,$50.00 ,Posted,Holiday Card Campaign 2008,94123,0015000000VRR2m
10/15/08,$50.00 ,Posted,Holiday Card Campaign 2008,94109,0015000000VRR6M
10/16/08,$50.00 ,Posted,Holiday Card Campaign 2008,94618,0015000000VRRUa
10/16/08,$100.00 ,Posted,Holiday Card Campaign 2008,94611,0015000000VRREg
10/16/08,$50.00 ,Posted,Holiday Card Campaign 2008,94115,0015000000VRRRC
10/16/08,"$1,000.00 ",Posted,Holiday Card Campaign 2008,94301,0015000000VRR2A
10/17/08,"$7,500.00 ",Posted,Annual Giving (Not Year End),,0015000000VRR52
10/17/08,$25.00 ,Posted,Holiday Card Campaign 2008,94117,0015000000VRRUb
10/20/08,"$5,000.00 ",Posted,Annual Giving (Not Year End),94549,0015000000VRR7o
10/21/08,"$1,000.00 ",Posted,Annual Giving (Not Year End),94027,0015000000VRR0q
10/22/08,$50.00 ,Posted,Holiday Card Campaign 2008,94941,0015000000VRR6x
10/22/08,$50.00 ,Posted,Holiday Card Campaign 2008,94115,0015000000VRRFU
10/23/08,$25.00 ,Posted,Holiday Card Campaign 2008,95448,0015000000VRR9H
10/27/08,$50.00 ,Posted,Holiday Card Campaign 2008,94114,0015000000VRR57
10/27/08,$25.00 ,Posted,Holiday Card Campaign 2008,98115,0015000000VRRUc
10/29/08,$50.00 ,Posted,Holiday Card Campaign 2008,94901,0015000000VRRGG
10/30/08,$25.00 ,Posted,Holiday Card Campaign 2008,94110,0015000000VRRGB
10/30/08,$50.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUg
10/30/08,$25.00 ,Posted,Holiday Card Campaign 2008,94110,0015000000VRRUf
10/31/08,$100.00 ,Posted,Holiday Card Campaign 2008,94114,0015000000VRR7z
10/31/08,$25.00 ,Posted,Holiday Card Campaign 2008,94103,0015000000VRR8Z
11/3/08,"$10,000.00 ",Posted,Annual Giving (Not Year End),94957,0015000000VRR1A
11/3/08,$200.00 ,Posted,Annual Giving (Not Year End),94941,0015000000VRR1j
11/3/08,$50.00 ,Posted,Holiday Card Campaign 2008,94114,0015000000VRR9N
11/3/08,$100.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUj
11/3/08,$50.00 ,Posted,Holiday Card Campaign 2008,94115,0015000000VRRUk
11/3/08,$25.00 ,Posted,Holiday Card Campaign 2008,94121,0015000000VRRUi
11/3/08,$500.00 ,Posted,Holiday Card Campaign 2008,94118,0015000000VRR1R
11/4/08,$25.00 ,Posted,Holiday Card Campaign 2008,94116,0015000000VRRUl
11/5/08,$100.00 ,Posted,Holiday Card Campaign 2008,94109,0015000000VRR0z
11/5/08,$25.00 ,Posted,Holiday Card Campaign 2008,94114,0015000000VRRUm
11/6/08,$180.00 ,Posted,Annual Giving (Not Year End),94115,0015000000VRRR3
11/10/08,$75.00 ,Posted,Holiday Card Campaign 2008,94115,0015000000VRR4Y
11/10/08,$50.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUr
11/10/08,$50.00 ,Posted,Holiday Card Campaign 2008,94118,0015000000VRRUq
11/13/08,$25.00 ,Posted,Holiday Card Campaign 2008,94102,0015000000VRRBi
11/18/08,$50.00 ,Posted,Annual Giving (Not Year End),10510,0015000000VRR0r
11/18/08,"$3,000.00 ",Posted,FY09 Annual Appeal (2008),94027,0015000000VRR6S
11/18/08,$100.00 ,Posted,FY09 Annual Appeal (2008),94920,0015000000VRR0s
11/18/08,$250.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUj
11/18/08,$25.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUw
11/18/08,$75.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUv
11/19/08,$25.00 ,Posted,Holiday Card Campaign 2008,94102,0015000000VRRUx
11/19/08,$50.00 ,Posted,Holiday Card Campaign 2008,94114,0015000000VRRUy
11/19/08,$25.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRUz
11/19/08,$25.00 ,Posted,Holiday Card Campaign 2008,90027,0015000000VRRSc
11/19/08,$100.00 ,Posted,Holiday Card Campaign 2008,94112,0015000000VRRV0
11/19/08,$50.00 ,Posted,Holiday Card Campaign 2008,94401,0015000000VRRMr
11/20/08,"$1,000.00 ",Posted,FY09 Annual Appeal (2008),94133,0015000000VRR26
11/20/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94588,0015000000VRROh
11/20/08,"$10,000.00 ",Posted,FY09 Annual Appeal (2008),94117,0015000000VRRFM
11/20/08,$212.50 ,Posted,FY09 Annual Appeal (2008),94104,0015000000VRRGW
11/20/08,$25.00 ,Posted,Holiday Card Campaign 2008,94118,0015000000VRRV3
11/20/08,$25.00 ,Posted,Holiday Card Campaign 2008,94024,0015000000VRRV5
11/20/08,$25.00 ,Posted,Holiday Card Campaign 2008,94122,0015000000VRRV4
11/21/08,$100.00 ,Posted,FY09 Annual Appeal (2008),94941,0015000000VRR2e
11/21/08,$100.00 ,Posted,FY09 Annual Appeal (2008),98121,0015000000VRRFT
11/21/08,$100.00 ,Posted,FY09 Annual Appeal (2008),,0015000000VRRHj
11/24/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94115,0015000000VRRFE
11/24/08,"$25,000.00 ",Posted,FY09 Annual Appeal (2008),94115,0015000000VRR1L
11/24/08,$25.00 ,Posted,Holiday Card Campaign 2008,94115,0015000000VRRV7
11/24/08,$50.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRV8
11/24/08,$25.00 ,Posted,Holiday Card Campaign 2008,94127,0015000000VRR2r
11/25/08,$100.00 ,Posted,FY09 Annual Appeal (2008),94507,0015000000VRR7Q
11/25/08,"$10,000.00 ",Posted,FY09 Annual Appeal (2008),94957,0015000000VRR3f
11/25/08,$250.00 ,Posted,Holiday Card Campaign 2008,94115,0015000000VRR4h
11/26/08,"$1,500.00 ",Posted,FY09 Annual Appeal (2008),94010,0015000000VRR0U
11/26/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94123,0015000000VRR8N
11/26/08,"$1,000.00 ",Posted,FY09 Annual Appeal (2008),95030,0015000000VRR7G
11/26/08,$200.00 ,Posted,Holiday Card Campaign 2008,94110,0015000000VRRAs
11/26/08,$50.00 ,Posted,Holiday Card Campaign 2008,95476,0015000000VRR4O
12/1/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94920,0015000000VRR5r
12/1/08,"$1,000.00 ",Posted,FY09 Annual Appeal (2008),94010,0015000000VRR10
12/1/08,$500.00 ,Posted,FY09 Annual Appeal (2008),95476,0015000000VRR4O
12/1/08,"$10,000.00 ",Posted,FY09 Annual Appeal (2008),94118,0015000000VRR1N
12/1/08,$100.00 ,Posted,FY09 Annual Appeal (2008),94920,0015000000VRRCh
12/1/08,"$1,000.00 ",Posted,FY09 Annual Appeal (2008),94062,0015000000VRR4T
12/1/08,"$25,000.00 ",Posted,FY09 Annual Appeal (2008),94941,0015000000VRRBH
12/3/08,"$5,000.00 ",Posted,FY09 Annual Appeal (2008),94549,0015000000VRR53
12/3/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94108,0015000000VRREr
12/3/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94118,0015000000VRR6D
12/3/08,$200.00 ,Posted,FY09 Annual Appeal (2008),95363,0015000000VRR6e
12/3/08,$250.00 ,Posted,FY09 Annual Appeal (2008),10035,0015000000VRRVE
12/3/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94559,0015000000VRR54
12/3/08,$100.00 ,Posted,FY09 Annual Appeal (2008),94118,0015000000VRR1M
12/3/08,$25.00 ,Posted,FY09 Annual Appeal (2008),94121,0015000000VRR6O
12/3/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94941,0015000000VRR5M
12/3/08,$500.00 ,Posted,FY09 Annual Appeal (2008),94115,0015000000VRR8P
12/3/08,$50.00 ,Posted,Holiday Card Campaign 2008,94117,0015000000VRRVF
12/3/08,$50.00 ,Posted,Holiday Card Campaign 2008,,0015000000VRRVG
